תחום גאוגרפי,סוג דרך,יחידה משטרתית,חודש תאונה,שעה,סוג יום,יום/לילה ,יום בשבוע,חומרת התאונה,סוג תאונה,דרך חד מסלולית,דרך רב מסלולית,מהירות מותרת,תקינות הדרך,רוחב הכביש,סימון/תימרור,תאורה,מזג אוויר,מצב פני הכביש,אופן חצייה,מקום חציה,מחוז,סמל יישוב,רחוב 1,רחוב 2,סוג עצם,מרחק עצם,לא חצה
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,יוני,14:00-16:59,יום אחר,יום,רביעי,קלה,התנגשות חזית באחור,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,המרכז,6500,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב השפלה,ספטמבר,20:00-23:59,יום אחר,לילה,חמישי,קשה,התנגשות צד בצד,דו סיטרי+קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,לא נדרש תמרור,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,הדרום,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,יולי,06:00-09:59,יום אחר,יום,רביעי,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,3000,288,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,דצמבר,06:00-09:59,יום אחר,לילה,שישי,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,0,311,312,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,נובמבר,14:00-16:59,יום אחר,יום,שישי,קלה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,ירושלים,5000,205,230,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השפלה,מאי,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא חצה,לא ידוע,הצפון,8500,440,,9,9,6
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,ספטמבר,20:00-23:59,יום אחר,לילה,רביעי,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,לא ידוע,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,3000,618,624,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מחוז ירושלים,ינואר,00:00-05:59,יום אחר,לילה,שני,קשה,התנגשות צד בצד,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,הדרום,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב חוף (חיפה),יולי,10:00-13:59,יום אחר,יום,ראשון,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,אור יום רגיל,אחר,לא ידוע,לא ידוע,לא ידוע,הצפון,4000,,,6,2,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,ינואר,20:00-23:59,יום אחר,לילה,ראשון,קלה,התנגשות צד בצד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,גשום,רטוב ממים,לא ידוע,לא ידוע,חיפה,0,,,9,9,9
יהודה והשומרון,לא עירוני לא בצומת,מרחב יהודה,אפריל,06:00-09:59,יום אחר,יום,ראשון,קשה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,90 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,יולי,10:00-13:59,יום אחר,יום,חמישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה עם גדר בטיחות,70 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,3000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השפלה,דצמבר,06:00-09:59,יום אחר,יום,ראשון,קלה,פגיעה בהולך רגל,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,המרכז,8300,600,125,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,יוני,06:00-09:59,יום אחר,יום,ראשון,קלה,פגיעה בהולך רגל,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,ירושלים,2640,6571,,9,9,9
יהודה והשומרון,לא עירוני בצומת,מרחב שומרון,מרץ,06:00-09:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,הדרום,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב גליל,מרץ,14:00-16:59,יום אחר,יום,ראשון,קלה,פגיעה בהולך רגל,דו סיטרי+קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,הצפון,7800,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב השרון,יוני,20:00-23:59,יום אחר,לילה,שני,קלה,התנגשות חזית אל צד,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,הדרום,0,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,דצמבר,00:00-05:59,יום אחר,לילה,ראשון,קשה,התהפכות,דו סיטרי אין קו הפרדה רצוף,לא ידוע,90 קמש,אין ליקוי,יותר מ-14,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,הצפון,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,אפריל,20:00-23:59,יום אחר,לילה,שני,קשה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,המרכז,8600,837,844,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,אוקטובר,10:00-13:59,חול המועד,יום,שישי,קלה,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,לא ידוע,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הדרום,2640,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,מרץ,17:00-19:59,יום אחר,לילה,שישי,קשה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,60 קמש,אין ליקוי,7 עד 10.5,לא נדרש תמרור,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,הדרום,6100,278,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,אוגוסט,10:00-13:59,יום אחר,יום,חמישי,קלה,פגיעה בהולך רגל,אחר,מיפרדה עם גדר בטיחות,120 קמש,אין ליקוי,יותר מ-14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,המרכז,4000,,,9,9,9
יהודה והשומרון,עירוני לא בצומת,מרחב יהודה,מרץ,06:00-09:59,יום אחר,יום,שני,קשה,התהפכות,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,לא נדרש תמרור,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,3763,330,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב לכיש,יולי,14:00-16:59,יום אחר,יום,שישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,120 קמש,אין ליקוי,יותר מ-14,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה שהוא מוסתר,לא במעבר חציה לא ליד צומת,המרכז,763,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,מרץ,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,דו סיטרי+קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,יהודה ושומרון,3000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,יוני,06:00-09:59,יום אחר,יום,שישי,קלה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,המרכז,6100,161,251,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,פברואר,00:00-05:59,יום אחר,לילה,שבת,קלה,התנגשות חזית באחור,אחר,מיפרדה בנויה ללא גדר בטיחות,90 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,3000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,פברואר,10:00-13:59,יום אחר,יום,חמישי,קלה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,60 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,1139,917,659,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,אוגוסט,10:00-13:59,יום אחר,יום,רביעי,קלה,התנגשות צד בצד,אחר,מיפרדה בנויה ללא גדר בטיחות,60 קמש,אין ליקוי,7 עד 10.5,לא נדרש תמרור,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,חיפה,0,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,ינואר,06:00-09:59,יום אחר,יום,שישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,לא נדרש תמרור,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,הדרום,0,500,,3,2,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,ספטמבר,10:00-13:59,יום אחר,יום,שני,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,יום לא ידוע,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,7900,2253,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב חוף (חיפה),מרץ,14:00-16:59,יום אחר,יום,חמישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה עם גדר בטיחות,90 קמש,לא ידוע,יותר מ-14,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,חיפה,4000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,יוני,06:00-09:59,יום אחר,יום,שלישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה לא בנויה,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,הצפון,5000,,,6,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב חוף (חיפה),דצמבר,00:00-05:59,יום אחר,לילה,שני,קשה,התהפכות,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,ירושלים,4000,5127,4628,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב הנגב,ינואר,20:00-23:59,יום אחר,לילה,שבת,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,לא ידוע,רטוב ממים,לא ידוע,לא ידוע,המרכז,0,1102,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,מאי,10:00-13:59,יום אחר,יום,חמישי,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,5000,1037,1042,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,דצמבר,20:00-23:59,יום אחר,לילה,שישי,קלה,התנגשות עם רכב חונה,אחר,מיפרדה עם גדר בטיחות,עד 50 קמש,לא ידוע,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא חצה,לא ידוע,ירושלים,812,1077,,9,9,6
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,ספטמבר,06:00-09:59,יום אחר,יום,שלישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,6900,158,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,פברואר,17:00-19:59,יום אחר,לילה,שישי,קלה,החלקה,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,לא ידוע,לא ידוע,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,המרכז,8600,129,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השפלה,אוגוסט,06:00-09:59,יום אחר,יום,ראשון,קשה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,7000,110,239,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,ספטמבר,14:00-16:59,יום אחר,יום,רביעי,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,70 קמש,אין ליקוי,לא ידוע,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,חיפה,2640,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב עמקים,ינואר,14:00-16:59,יום אחר,יום,חמישי,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,לא נדרש תמרור,אור יום רגיל,לא ידוע,יבש,לא ידוע,לא ידוע,המרכז,874,852,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב חוף (חיפה),מרץ,20:00-23:59,יום אחר,לילה,שישי,קלה,התנגשות עם בעל חיים,אחר,מיפרדה בנויה ללא גדר בטיחות,90 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,מאי,00:00-05:59,יום אחר,לילה,שלישי,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,3000,930,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,ספטמבר,06:00-09:59,יום אחר,יום,שני,קטלנית,התנגשות צד בצד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הצפון,7400,322,327,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב גליל,יוני,10:00-13:59,יום אחר,יום,שלישי,קלה,התנגשות עם עצם דומם,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,6800,1012,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,מאי,10:00-13:59,יום אחר,יום,רביעי,קלה,ירידה מהכביש או עלייה למדרכה,דו סיטרי+קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,יהודה ושומרון,5000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,מרץ,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות צד בצד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,לא ידוע,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,יהודה ושומרון,3000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,יולי,17:00-19:59,יום אחר,יום,שבת,קלה,פגיעה בהולך רגל,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,הצפון,6600,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,אוגוסט,06:00-09:59,יום אחר,יום,חמישי,קלה,התנגשות חזית אל צד,אחר,אחר,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,8600,845,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,מאי,14:00-16:59,יום אחר,יום,שישי,קשה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,70 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה לא ידוע,בהיר,יבש,לא ידוע,לא ידוע,חיפה,634,129,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השפלה,מאי,06:00-09:59,יום אחר,יום,חמישי,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,2660,,,9,9,7
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב עמקים,מאי,10:00-13:59,יום אחר,יום,רביעי,קלה,התנגשות צד בצד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,60 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,0,1125,1068,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,אוגוסט,17:00-19:59,יום אחר,לילה,ראשון,קלה,התנגשות חזית אל צד,אחר,מיפרדה עם גדר בטיחות,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,7900,161,164,6,1,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב גליל,מאי,17:00-19:59,ערב חג,יום,שבת,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,עד 5 מטר,לא נדרש תמרור,אור יום רגיל,בהיר,יבש,לא חצה,לא ידוע,המרכז,4000,418,,9,9,6
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,נובמבר,10:00-13:59,יום אחר,יום,שני,קשה,פגיעה בהולך רגל,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,חיפה,8600,403,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב לכיש,יולי,20:00-23:59,יום אחר,לילה,רביעי,קטלנית,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,המרכז,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,נובמבר,20:00-23:59,יום אחר,לילה,שלישי,קלה,התנגשות חזית אל צד,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,תל אביב,3000,719,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,אפריל,06:00-09:59,יום אחר,יום,שני,קלה,התנגשות עם רכב חונה,אחר,מיפרדה עם גדר בטיחות,90 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,6600,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב עמקים,אפריל,20:00-23:59,יום אחר,לילה,ראשון,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,הדרום,0,701,841,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,יוני,06:00-09:59,יום אחר,יום,שישי,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,לא נדרש תמרור,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,מאי,14:00-16:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,5000,435,440,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,דצמבר,20:00-23:59,יום אחר,לילה,ראשון,קשה,פגיעה בהולך רגל,אחר,מיפרדה עם גדר בטיחות,70 קמש,אין ליקוי,7 עד 10.5,סימון לקוי/חסר,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,5000,,,6,2,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,דצמבר,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,אחר,מיפרדה עם גדר בטיחות,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,המרכז,502,424,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב גליל,דצמבר,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,אחר,מיפרדה עם גדר בטיחות,100 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,לא ידוע,יבש,לא ידוע,לא ידוע,תל אביב,6800,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,ינואר,10:00-13:59,יום אחר,יום,ראשון,קלה,התנגשות עם רכב חונה,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,לא נדרש תמרור,קיימת תאורה בלתי תקינה/לא פועלת,בהיר,יבש,לא ידוע,לא ידוע,הדרום,5000,331,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,פברואר,17:00-19:59,יום אחר,יום,שלישי,קשה,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,לא ידוע,5 עד 7,לא ידוע,יום לא ידוע,גשום,רטוב ממים,חצה רגיל,במעבר חציה בלי רמזור,חיפה,0,157,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,ינואר,14:00-16:59,יום אחר,יום,שלישי,קשה,פגיעה בהולך רגל,דו סיטרי+קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הדרום,1290,480,,9,9,9
יהודה והשומרון,לא עירוני לא בצומת,מרחב יהודה,מאי,14:00-16:59,יום אחר,יום,חמישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,יותר מ-14,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,המרכז,0,360,169,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,מאי,14:00-16:59,יום אחר,יום,שלישי,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,5000,1135,1301,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב לכיש,דצמבר,10:00-13:59,יום אחר,יום,שישי,קלה,פגיעה בהולך רגל,אחר,מיפרדה עם גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,2630,508,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,יולי,10:00-13:59,יום אחר,יום,חמישי,קלה,פגיעה בהולך רגל,דו סיטרי+קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,5000,199,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,מאי,14:00-16:59,יום אחר,יום,שלישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,ירושלים,6600,4820,4752,9,9,9
