תחום גאוגרפי,סוג דרך,יחידה משטרתית,חודש תאונה,שעה,סוג יום,יום/לילה ,יום בשבוע,חומרת התאונה,סוג תאונה,דרך חד מסלולית,דרך רב מסלולית,מהירות מותרת,תקינות הדרך,רוחב הכביש,סימון/תימרור,תאורה,מזג אוויר,מצב פני הכביש,אופן חצייה,מקום חציה,מחוז,סמל יישוב,רחוב 1,רחוב 2,סוג עצם,מרחק עצם,לא חצה
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב לכיש,מרץ,06:00-09:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,המרכז,2630,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מחוז ירושלים,ספטמבר,06:00-09:59,יום אחר,יום,שלישי,קלה,התנגשות חזית אל צד,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,הצפון,0,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,נובמבר,17:00-19:59,יום אחר,יום,ראשון,קשה,התנגשות חזית אל חזית,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,0,2140,1620,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,ספטמבר,10:00-13:59,יום אחר,יום,שבת,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,יהודה ושומרון,485,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב הנגב,פברואר,14:00-16:59,יום אחר,יום,רביעי,קשה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,ירושלים,0,7001,4773,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,אוקטובר,14:00-16:59,חול המועד,יום,שלישי,קלה,פגיעה בהולך רגל,דו סיטרי+קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,3000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,אוקטובר,06:00-09:59,יום אחר,יום,רביעי,קלה,פגיעה בהולך רגל,דו סיטרי+קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,7900,660,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,נובמבר,06:00-09:59,יום אחר,יום,רביעי,קשה,נפילה ברכב נע,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,המרכז,681,609,532,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב עמקים,אפריל,06:00-09:59,ערב חג,יום,שישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה עם גדר בטיחות,70 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,יולי,14:00-16:59,יום אחר,יום,ראשון,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,90 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הדרום,3000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,יולי,17:00-19:59,יום אחר,לילה,חמישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,6100,310,301,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב השרון,יוני,06:00-09:59,יום אחר,יום,ראשון,קשה,התנגשות חזית באחור,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,המרכז,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב חוף (חיפה),דצמבר,00:00-05:59,יום אחר,לילה,שישי,קלה,התנגשות עם עצם דומם,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,המרכז,4000,111,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,ינואר,10:00-13:59,יום אחר,יום,חמישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,עד 5 מטר,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,2620,162,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,מאי,14:00-16:59,יום אחר,יום,שלישי,קלה,החלקה,אחר,מיפרדה עם גדר בטיחות,90 קמש,אין ליקוי,יותר מ-14,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,ירושלים,6100,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,אוגוסט,14:00-16:59,יום אחר,יום,ראשון,קשה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,654,210,,9,9,9
יהודה והשומרון,לא עירוני לא בצומת,מרחב שומרון,מאי,20:00-23:59,יום אחר,לילה,חמישי,קשה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,הדרום,0,220,266,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,ספטמבר,17:00-19:59,יום אחר,יום,שני,קשה,התנגשות חזית אל צד,דו סיטרי+קו הפרדה רצוף,לא ידוע,80 קמש,לא ידוע,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,3000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב עמקים,יולי,14:00-16:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הדרום,240,,,6,1,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב תא,ינואר,06:00-09:59,יום אחר,יום,ראשון,קשה,התנגשות צד בצד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,לא ידוע,אין ליקוי,לילה לא ידוע,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,0,2328,2227,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,אוגוסט,06:00-09:59,יום אחר,יום,שני,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,90 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,3000,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב לכיש,ספטמבר,14:00-16:59,יום אחר,יום,שישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,עד 5 מטר,לא ידוע,יום לא ידוע,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,0,107,313,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב הנגב,אוקטובר,06:00-09:59,יום אחר,יום,שישי,קשה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,לא ידוע,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,1192,942,316,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב חוף (חיפה),יולי,17:00-19:59,יום אחר,יום,רביעי,קשה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,70 קמש,אין ליקוי,יותר מ-14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,534,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,נובמבר,17:00-19:59,יום אחר,לילה,שני,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,ירושלים,587,5503,398,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,יוני,14:00-16:59,יום אחר,יום,ראשון,קלה,פגיעה בהולך רגל,אחר,מיפרדה עם גדר בטיחות,90 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,לילה לא ידוע,לא ידוע,יבש,לא ידוע,לא ידוע,ירושלים,6100,,,9,9,6
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,אפריל,14:00-16:59,יום אחר,יום,שלישי,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,100 קמש,אין ליקוי,5 עד 7,לא ידוע,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,3000,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב חוף (חיפה),אוגוסט,20:00-23:59,יום אחר,לילה,שבת,קלה,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,60 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,לא ידוע מקום חציה,תל אביב,0,2524,2644,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב לכיש,אוקטובר,20:00-23:59,יום אחר,לילה,חמישי,קלה,התנגשות חזית אל צד,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,הצפון,7100,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מחוז ירושלים,ינואר,20:00-23:59,יום אחר,לילה,חמישי,קשה,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,0,288,,9,9,7
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,מרץ,17:00-19:59,יום אחר,יום,שני,קלה,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,0,108,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,מרץ,14:00-16:59,יום אחר,יום,שני,קלה,התנגשות חזית באחור,אחר,מיפרדה בנויה ללא גדר בטיחות,70 קמש,אין ליקוי,5 עד 7,לא ידוע,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,חיפה,5000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,אפריל,20:00-23:59,יום אחר,לילה,שלישי,קלה,החלקה,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,6400,183,215,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השפלה,אפריל,14:00-16:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,חצה רגיל,במעבר חציה בלי רמזור,הצפון,7200,458,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב חוף (חיפה),יולי,06:00-09:59,יום אחר,יום,ראשון,קלה,התנגשות עם רכב חונה,אחר,אחר,90 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,יום לא ידוע,בהיר,יבש,לא ידוע,לא ידוע,חיפה,4000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב הנגב,מרץ,14:00-16:59,יום אחר,יום,רביעי,קשה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,80 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,9000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,פברואר,17:00-19:59,יום אחר,יום,שישי,קשה,התנגשות חזית אל צד,דו סיטרי+קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,לא נדרש תמרור,לילה לא ידוע,גשום,רטוב ממים,לא ידוע,לא ידוע,יהודה ושומרון,1327,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב הנגב,דצמבר,06:00-09:59,יום אחר,יום,חמישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,לא נדרש תמרור,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,831,2524,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מחוז ירושלים,פברואר,06:00-09:59,יום אחר,יום,שלישי,קשה,התנגשות חזית באחור,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,גשום,רטוב ממים,לא ידוע,לא ידוע,המרכז,0,351,983,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב תא,יולי,14:00-16:59,יום אחר,יום,שבת,קשה,התנגשות חזית באחור,אחר,מיפרדה עם גדר בטיחות,90 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,הצפון,0,,,6,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השפלה,יולי,10:00-13:59,יום אחר,יום,רביעי,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,90 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,2550,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב גליל,נובמבר,10:00-13:59,יום אחר,יום,ראשון,קלה,התנגשות צד בצד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,90 קמש,אין ליקוי,יותר מ-14,אין ליקוי,קיימת תאורה בלתי תקינה/לא פועלת,בהיר,יבש,לא חצה,לא ידוע,הצפון,6500,,,9,9,4
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב השפלה,דצמבר,10:00-13:59,יום אחר,יום,שלישי,קשה,אחר,אחר,אחר,90 קמש,אין ליקוי,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,הדרום,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השפלה,דצמבר,14:00-16:59,יום אחר,יום,שלישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,עד 5 מטר,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,7200,114,105,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,אפריל,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,דו סיטרי+קו הפרדה רצוף,לא ידוע,80 קמש,לא ידוע,עד 5 מטר,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,6100,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,ספטמבר,14:00-16:59,יום אחר,יום,שישי,קלה,פגיעה בהולך רגל,דו סיטרי+קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,681,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,ספטמבר,17:00-19:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל חזית,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,יותר מ-14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,ירושלים,7600,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,אפריל,17:00-19:59,ערב חג,לילה,ראשון,קשה,החלקה,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,0,103,133,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,פברואר,17:00-19:59,יום אחר,לילה,שני,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,90 קמש,אין ליקוי,יותר מ-14,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,4000,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מחוז ירושלים,אפריל,00:00-05:59,יום אחר,לילה,רביעי,קשה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,80 קמש,אין ליקוי,7 עד 10.5,לא נדרש תמרור,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,ספטמבר,10:00-13:59,יום אחר,יום,שישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,לא ידוע,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא חצה,לא ידוע,תל אביב,9400,2630,2753,9,9,7
